instant,dteday,season,year,month,hours,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category,time_of_day
183,2011-01-08,Spring,2011,Jan,21,0,Saturday,Weekend,Clear,0.12,0.1061,39.0,0.3582,2,35,37,6,Sangat kering,Evening
184,2011-01-08,Spring,2011,Jan,22,0,Saturday,Weekend,Clear,0.12,0.1061,36.0,0.3881,1,33,34,6,Sangat kering,Evening
185,2011-01-08,Spring,2011,Jan,23,0,Saturday,Weekend,Clear,0.1,0.0606,39.0,0.4478,0,22,22,6,Sangat kering,Evening
186,2011-01-09,Spring,2011,Jan,0,0,Sunday,Weekend,Clear,0.1,0.0758,42.0,0.3881,1,24,25,0,Sangat kering,Night
187,2011-01-09,Spring,2011,Jan,1,0,Sunday,Weekend,Clear,0.1,0.0606,42.0,0.4627,0,12,12,0,Sangat kering,Night
188,2011-01-09,Spring,2011,Jan,2,0,Sunday,Weekend,Clear,0.1,0.0606,46.0,0.4627,0,11,11,0,Normal,Night
189,2011-01-09,Spring,2011,Jan,3,0,Sunday,Weekend,Clear,0.1,0.0758,46.0,0.4179,0,4,4,0,Normal,Night
190,2011-01-09,Spring,2011,Jan,4,0,Sunday,Weekend,Clear,0.08,0.0909,53.0,0.194,0,1,1,0,Normal,Night
191,2011-01-09,Spring,2011,Jan,5,0,Sunday,Weekend,Clear,0.08,0.0909,53.0,0.194,0,1,1,0,Normal,Night
192,2011-01-09,Spring,2011,Jan,6,0,Sunday,Weekend,Clear,0.1,0.0909,49.0,0.2836,0,1,1,0,Normal,Morning
193,2011-01-09,Spring,2011,Jan,7,0,Sunday,Weekend,Clear,0.08,0.0909,53.0,0.194,1,5,6,0,Normal,Morning
194,2011-01-09,Spring,2011,Jan,8,0,Sunday,Weekend,Clear,0.1,0.0909,49.0,0.2836,0,10,10,0,Normal,Morning
195,2011-01-09,Spring,2011,Jan,9,0,Sunday,Weekend,Clear,0.12,0.0758,46.0,0.5224,0,19,19,0,Normal,Morning
196,2011-01-09,Spring,2011,Jan,10,0,Sunday,Weekend,Clear,0.14,0.1061,43.0,0.3881,0,49,49,0,Sangat kering,Morning
197,2011-01-09,Spring,2011,Jan,11,0,Sunday,Weekend,Clear,0.16,0.1212,40.0,0.5224,2,47,49,0,Sangat kering,Morning
198,2011-01-09,Spring,2011,Jan,12,0,Sunday,Weekend,Clear,0.18,0.1364,37.0,0.4478,4,79,83,0,Sangat kering,Afternoon
199,2011-01-09,Spring,2011,Jan,13,0,Sunday,Weekend,Clear,0.2,0.1667,34.0,0.4478,6,69,75,0,Sangat kering,Afternoon
200,2011-01-09,Spring,2011,Jan,14,0,Sunday,Weekend,Clear,0.22,0.1818,32.0,0.4627,8,64,72,0,Sangat kering,Afternoon
201,2011-01-09,Spring,2011,Jan,15,0,Sunday,Weekend,Clear,0.22,0.197,35.0,0.3582,5,77,82,0,Sangat kering,Afternoon
202,2011-01-09,Spring,2011,Jan,16,0,Sunday,Weekend,Clear,0.2,0.1667,34.0,0.4478,13,79,92,0,Sangat kering,Afternoon
203,2011-01-09,Spring,2011,Jan,17,0,Sunday,Weekend,Clear,0.18,0.1515,37.0,0.3881,3,59,62,0,Sangat kering,Afternoon
204,2011-01-09,Spring,2011,Jan,18,0,Sunday,Weekend,Clear,0.16,0.1364,40.0,0.3284,4,44,48,0,Sangat kering,Evening
205,2011-01-09,Spring,2011,Jan,19,0,Sunday,Weekend,Clear,0.16,0.1364,43.0,0.3284,1,40,41,0,Sangat kering,Evening
206,2011-01-09,Spring,2011,Jan,20,0,Sunday,Weekend,Clear,0.14,0.1212,46.0,0.2537,0,38,38,0,Normal,Evening
207,2011-01-09,Spring,2011,Jan,21,0,Sunday,Weekend,Clear,0.14,0.1061,46.0,0.4179,1,19,20,0,Normal,Evening
208,2011-01-09,Spring,2011,Jan,22,0,Sunday,Weekend,Clear,0.14,0.1212,46.0,0.2985,5,10,15,0,Normal,Evening
209,2011-01-09,Spring,2011,Jan,23,0,Sunday,Weekend,Clear,0.12,0.1364,50.0,0.194,0,6,6,0,Normal,Evening
210,2011-01-10,Spring,2011,Jan,0,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2836,2,3,5,1,Normal,Night
211,2011-01-10,Spring,2011,Jan,1,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2836,1,0,1,1,Normal,Night
212,2011-01-10,Spring,2011,Jan,2,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2239,0,3,3,1,Normal,Night
213,2011-01-10,Spring,2011,Jan,3,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2239,0,1,1,1,Normal,Night
214,2011-01-10,Spring,2011,Jan,4,0,Monday,Weekdays,Clear,0.1,0.1212,54.0,0.1343,1,2,3,1,Normal,Night
215,2011-01-10,Spring,2011,Jan,5,0,Monday,Weekdays,Clear,0.1,0.1061,54.0,0.2537,0,3,3,1,Normal,Night
216,2011-01-10,Spring,2011,Jan,6,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2836,0,31,31,1,Normal,Morning
217,2011-01-10,Spring,2011,Jan,7,0,Monday,Weekdays,Clear,0.12,0.1212,50.0,0.2239,2,75,77,1,Normal,Morning
218,2011-01-10,Spring,2011,Jan,8,0,Monday,Weekdays,Misty,0.12,0.1212,50.0,0.2836,4,184,188,1,Normal,Morning
219,2011-01-10,Spring,2011,Jan,9,0,Monday,Weekdays,Misty,0.14,0.1212,50.0,0.2537,2,92,94,1,Normal,Morning
220,2011-01-10,Spring,2011,Jan,10,0,Monday,Weekdays,Misty,0.14,0.1212,50.0,0.2985,0,31,31,1,Normal,Morning
221,2011-01-10,Spring,2011,Jan,11,0,Monday,Weekdays,Misty,0.16,0.1364,47.0,0.2836,2,28,30,1,Normal,Morning
222,2011-01-10,Spring,2011,Jan,12,0,Monday,Weekdays,Misty,0.2,0.1818,40.0,0.2836,5,47,52,1,Sangat kering,Afternoon
223,2011-01-10,Spring,2011,Jan,13,0,Monday,Weekdays,Misty,0.2,0.1818,40.0,0.2836,4,50,54,1,Sangat kering,Afternoon
224,2011-01-10,Spring,2011,Jan,14,0,Monday,Weekdays,Misty,0.2,0.197,40.0,0.2239,0,47,47,1,Sangat kering,Afternoon
225,2011-01-10,Spring,2011,Jan,15,0,Monday,Weekdays,Misty,0.2,0.197,40.0,0.2239,2,43,45,1,Sangat kering,Afternoon
226,2011-01-10,Spring,2011,Jan,16,0,Monday,Weekdays,Clear,0.2,0.2121,40.0,0.1343,4,70,74,1,Sangat kering,Afternoon
227,2011-01-10,Spring,2011,Jan,17,0,Monday,Weekdays,Clear,0.2,0.2273,40.0,0.1045,4,174,178,1,Sangat kering,Afternoon
228,2011-01-10,Spring,2011,Jan,18,0,Monday,Weekdays,Clear,0.2,0.197,40.0,0.2239,1,154,155,1,Sangat kering,Evening
229,2011-01-10,Spring,2011,Jan,19,0,Monday,Weekdays,Clear,0.16,0.1667,47.0,0.1642,3,92,95,1,Normal,Evening
230,2011-01-10,Spring,2011,Jan,20,0,Monday,Weekdays,Clear,0.16,0.1667,50.0,0.1642,1,73,74,1,Normal,Evening
231,2011-01-10,Spring,2011,Jan,21,0,Monday,Weekdays,Clear,0.14,0.1364,59.0,0.194,1,37,38,1,Normal,Evening
232,2011-01-10,Spring,2011,Jan,22,0,Monday,Weekdays,Clear,0.14,0.1515,59.0,0.1642,2,22,24,1,Normal,Evening
233,2011-01-10,Spring,2011,Jan,23,0,Monday,Weekdays,Clear,0.14,0.1515,59.0,0.1642,0,18,18,1,Normal,Evening
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,Weekdays,Clear,0.14,0.1667,59.0,0.1045,2,10,12,2,Normal,Night
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,Weekdays,Clear,0.14,0.1515,59.0,0.1642,0,3,3,2,Normal,Night
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,Weekdays,Misty,0.16,0.1515,55.00000000000001,0.194,0,3,3,2,Normal,Night
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,Weekdays,Misty,0.16,0.1818,55.00000000000001,0.1343,0,6,6,2,Normal,Night
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,Weekdays,Misty,0.16,0.1818,55.00000000000001,0.1343,0,27,27,2,Normal,Morning
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,Weekdays,Misty,0.16,0.2273,55.00000000000001,0.0,2,97,99,2,Normal,Morning
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,Weekdays,Misty,0.18,0.2121,51.0,0.0896,3,214,217,2,Normal,Morning
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,Weekdays,Misty,0.18,0.197,51.0,0.1642,3,127,130,2,Normal,Morning
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,Weekdays,Misty,0.2,0.2121,51.0,0.1642,3,51,54,2,Normal,Morning
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,Weekdays,Misty,0.2,0.2121,47.0,0.1343,4,31,35,2,Normal,Morning
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,Weekdays,Misty,0.2,0.2273,51.0,0.1045,2,55,57,2,Normal,Afternoon
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,Weekdays,Misty,0.2,0.2273,59.0,0.0896,6,46,52,2,Normal,Afternoon
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,Weekdays,Misty,0.2,0.2273,59.0,0.0896,3,60,63,2,Normal,Afternoon
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,Weekdays,Misty,0.16,0.197,80.0,0.0896,2,45,47,2,Sangat Lembab,Afternoon
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,Weekdays,Misty,0.16,0.1515,86.0,0.2239,4,72,76,2,Sangat Lembab,Afternoon
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,Weekdays,Misty,0.16,0.1515,86.0,0.2239,6,130,136,2,Sangat Lembab,Afternoon
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,94,95,2,Sangat Lembab,Evening
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.2273,93.0,0.0,0,51,51,2,Sangat Lembab,Evening
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.1515,93.0,0.194,0,32,32,2,Sangat Lembab,Evening
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.197,86.0,0.0896,0,20,20,2,Sangat Lembab,Evening
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,28,29,2,Sangat Lembab,Evening
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,Weekdays,Light_rainsnow,0.16,0.197,93.0,0.0896,1,18,19,2,Sangat Lembab,Evening
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,Weekdays,Misty,0.16,0.197,86.0,0.0896,0,7,7,3,Sangat Lembab,Night
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,Weekdays,Misty,0.16,0.1818,86.0,0.1045,0,6,6,3,Sangat Lembab,Night
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,Weekdays,Clear,0.14,0.1515,86.0,0.1343,0,1,1,3,Sangat Lembab,Night
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,Weekdays,Clear,0.14,0.1515,86.0,0.1642,0,5,5,3,Sangat Lembab,Night
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,Weekdays,Clear,0.12,0.1515,93.0,0.1343,0,16,16,3,Sangat Lembab,Morning
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,Weekdays,Clear,0.14,0.1515,69.0,0.1343,0,54,54,3,Sangat Lembab,Morning
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,Weekdays,Clear,0.16,0.1667,59.0,0.1642,3,125,128,3,Normal,Morning
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,Weekdays,Clear,0.16,0.1364,59.0,0.3284,3,78,81,3,Normal,Morning
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,Weekdays,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,3,Normal,Morning
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,Weekdays,Clear,0.2,0.1818,51.0,0.3881,3,32,35,3,Normal,Morning
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,Weekdays,Clear,0.2,0.1515,47.0,0.5821,3,52,55,3,Normal,Afternoon
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,Weekdays,Clear,0.22,0.197,44.0,0.3582,0,49,49,3,Sangat kering,Afternoon
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,Weekdays,Clear,0.2,0.1818,47.0,0.3284,0,44,44,3,Normal,Afternoon
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,Weekdays,Clear,0.2,0.1667,47.0,0.4179,1,48,49,3,Normal,Afternoon
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,Weekdays,Clear,0.22,0.197,44.0,0.3284,5,63,68,3,Sangat kering,Afternoon
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,Weekdays,Clear,0.2,0.1818,47.0,0.3582,0,139,139,3,Normal,Afternoon
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,Weekdays,Clear,0.2,0.1515,47.0,0.5224,2,135,137,3,Normal,Evening
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,Weekdays,Clear,0.18,0.1515,47.0,0.4179,1,82,83,3,Normal,Evening
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,Weekdays,Clear,0.16,0.1364,50.0,0.3284,2,54,56,3,Normal,Evening
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,Weekdays,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,3,Normal,Evening
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,Weekdays,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,3,Normal,Evening
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,Weekdays,Clear,0.14,0.1061,59.0,0.4179,1,19,20,3,Normal,Evening
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,Weekdays,Clear,0.14,0.1212,59.0,0.2836,1,6,7,4,Normal,Night
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.2836,0,2,2,4,Normal,Night
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.3582,0,2,2,4,Normal,Night
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.3284,0,3,3,4,Normal,Night
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.2537,0,4,4,4,Normal,Night
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.2985,0,3,3,4,Normal,Night
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,Weekdays,Clear,0.12,0.1515,54.0,0.1343,0,28,28,4,Normal,Morning
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,Weekdays,Clear,0.12,0.1515,54.0,0.1343,0,72,72,4,Normal,Morning
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,Weekdays,Clear,0.14,0.1364,50.0,0.194,5,197,202,4,Normal,Morning
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,Weekdays,Clear,0.14,0.1212,50.0,0.3284,2,137,139,4,Normal,Morning
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,Weekdays,Misty,0.16,0.1364,50.0,0.3582,2,36,38,4,Normal,Morning
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,Weekdays,Misty,0.2,0.1667,44.0,0.4478,4,33,37,4,Sangat kering,Morning
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,Weekdays,Clear,0.2,0.1667,44.0,0.4179,3,49,52,4,Sangat kering,Afternoon
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,Weekdays,Clear,0.22,0.197,41.0,0.4478,2,81,83,4,Sangat kering,Afternoon
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,Weekdays,Clear,0.22,0.197,41.0,0.3881,3,39,42,4,Sangat kering,Afternoon
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,Weekdays,Clear,0.24,0.2121,38.0,0.2985,5,55,60,4,Sangat kering,Afternoon
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,Weekdays,Clear,0.24,0.2121,38.0,0.3582,2,76,78,4,Sangat kering,Afternoon
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,Weekdays,Clear,0.2,0.1818,40.0,0.2836,4,158,162,4,Sangat kering,Afternoon
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,Weekdays,Clear,0.2,0.1818,40.0,0.3284,3,141,144,4,Sangat kering,Evening
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,Weekdays,Clear,0.16,0.1515,47.0,0.2537,1,98,99,4,Normal,Evening
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,Weekdays,Clear,0.16,0.1515,47.0,0.2239,0,64,64,4,Normal,Evening
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,Weekdays,Clear,0.14,0.1212,46.0,0.2985,0,40,40,4,Normal,Evening
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,Weekdays,Clear,0.14,0.1212,46.0,0.3284,0,30,30,4,Normal,Evening
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,Weekdays,Clear,0.12,0.1364,50.0,0.194,1,14,15,4,Normal,Evening
302,2011-01-14,Spring,2011,Jan,0,0,Friday,Weekdays,Clear,0.12,0.1364,50.0,0.194,0,14,14,5,Normal,Night
303,2011-01-14,Spring,2011,Jan,1,0,Friday,Weekdays,Clear,0.1,0.1212,54.0,0.1642,0,5,5,5,Normal,Night
304,2011-01-14,Spring,2011,Jan,2,0,Friday,Weekdays,Clear,0.1,0.1212,54.0,0.1343,0,1,1,5,Normal,Night
305,2011-01-14,Spring,2011,Jan,3,0,Friday,Weekdays,Clear,0.1,0.1364,54.0,0.1045,0,1,1,5,Normal,Night
306,2011-01-14,Spring,2011,Jan,5,0,Friday,Weekdays,Clear,0.1,0.1364,54.0,0.0896,0,8,8,5,Normal,Night
307,2011-01-14,Spring,2011,Jan,6,0,Friday,Weekdays,Clear,0.1,0.1818,54.0,0.0,0,17,17,5,Normal,Morning
308,2011-01-14,Spring,2011,Jan,7,0,Friday,Weekdays,Clear,0.1,0.1212,74.0,0.1642,0,70,70,5,Sangat Lembab,Morning
309,2011-01-14,Spring,2011,Jan,8,0,Friday,Weekdays,Clear,0.12,0.1667,68.0,0.0,2,156,158,5,Sangat Lembab,Morning
310,2011-01-14,Spring,2011,Jan,9,0,Friday,Weekdays,Clear,0.14,0.1515,69.0,0.1343,0,117,117,5,Sangat Lembab,Morning
311,2011-01-14,Spring,2011,Jan,10,0,Friday,Weekdays,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,5,Normal,Morning
312,2011-01-14,Spring,2011,Jan,11,0,Friday,Weekdays,Clear,0.18,0.1667,51.0,0.2836,6,47,53,5,Normal,Morning
313,2011-01-14,Spring,2011,Jan,12,0,Friday,Weekdays,Clear,0.2,0.197,44.0,0.2537,2,59,61,5,Sangat kering,Afternoon
314,2011-01-14,Spring,2011,Jan,13,0,Friday,Weekdays,Clear,0.22,0.197,37.0,0.3881,4,73,77,5,Sangat kering,Afternoon
315,2011-01-14,Spring,2011,Jan,14,0,Friday,Weekdays,Clear,0.22,0.2121,41.0,0.2836,5,59,64,5,Sangat kering,Afternoon
316,2011-01-14,Spring,2011,Jan,15,0,Friday,Weekdays,Clear,0.24,0.2424,38.0,0.1642,9,59,68,5,Sangat kering,Afternoon
317,2011-01-14,Spring,2011,Jan,16,0,Friday,Weekdays,Clear,0.22,0.2424,41.0,0.1045,3,87,90,5,Sangat kering,Afternoon
318,2011-01-14,Spring,2011,Jan,17,0,Friday,Weekdays,Clear,0.22,0.2273,41.0,0.1642,4,155,159,5,Sangat kering,Afternoon
319,2011-01-14,Spring,2011,Jan,18,0,Friday,Weekdays,Clear,0.2,0.2576,47.0,0.0,5,134,139,5,Normal,Evening
320,2011-01-14,Spring,2011,Jan,19,0,Friday,Weekdays,Clear,0.16,0.197,59.0,0.0896,3,89,92,5,Normal,Evening
321,2011-01-14,Spring,2011,Jan,20,0,Friday,Weekdays,Clear,0.18,0.2424,59.0,0.0,0,68,68,5,Normal,Evening
322,2011-01-14,Spring,2011,Jan,21,0,Friday,Weekdays,Clear,0.16,0.2273,69.0,0.0,4,48,52,5,Sangat Lembab,Evening
323,2011-01-14,Spring,2011,Jan,22,0,Friday,Weekdays,Misty,0.16,0.2273,69.0,0.0,2,34,36,5,Sangat Lembab,Evening
324,2011-01-14,Spring,2011,Jan,23,0,Friday,Weekdays,Misty,0.18,0.2424,55.00000000000001,0.0,1,26,27,5,Normal,Evening
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,Weekend,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,6,Normal,Night
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,Weekend,Misty,0.16,0.197,59.0,0.0896,2,18,20,6,Normal,Night
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,Weekend,Misty,0.16,0.197,59.0,0.0896,0,12,12,6,Normal,Night
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,Weekend,Misty,0.16,0.2273,59.0,0.0,1,7,8,6,Normal,Night
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,Weekend,Misty,0.16,0.2273,59.0,0.0,0,5,5,6,Normal,Night
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,Weekend,Clear,0.16,0.2273,59.0,0.0,0,1,1,6,Normal,Night
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,Weekend,Clear,0.14,0.1667,63.0,0.1045,1,2,3,6,Normal,Morning
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,Weekend,Clear,0.14,0.2121,63.0,0.0,1,9,10,6,Normal,Morning
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,Weekend,Clear,0.14,0.1515,63.0,0.1343,1,22,23,6,Normal,Morning
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,Weekend,Clear,0.16,0.1818,64.0,0.1343,2,31,33,6,Normal,Morning
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,Weekend,Clear,0.18,0.197,59.0,0.1642,2,57,59,6,Normal,Morning
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,Weekend,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,6,Normal,Morning
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,Weekend,Clear,0.24,0.2273,48.0,0.2239,15,74,89,6,Normal,Afternoon
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,Weekend,Clear,0.28,0.2576,38.0,0.2985,21,80,101,6,Sangat kering,Afternoon
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,Weekend,Clear,0.3,0.2879,39.0,0.2836,26,92,118,6,Sangat kering,Afternoon
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,Weekend,Misty,0.32,0.3182,36.0,0.194,21,108,129,6,Sangat kering,Afternoon
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,Weekend,Misty,0.34,0.3333,34.0,0.194,33,95,128,6,Sangat kering,Afternoon
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,Weekend,Misty,0.32,0.303,36.0,0.2836,29,54,83,6,Sangat kering,Afternoon
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,Weekend,Misty,0.3,0.2879,45.0,0.2537,15,69,84,6,Normal,Evening
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2537,14,60,74,6,Sangat kering,Evening
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2537,6,35,41,6,Sangat kering,Evening
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,Weekend,Misty,0.32,0.303,39.0,0.2239,6,51,57,6,Sangat kering,Evening
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,Weekend,Misty,0.3,0.3182,42.0,0.1045,0,26,26,6,Sangat kering,Evening
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,Weekend,Clear,0.3,0.2879,45.0,0.2836,5,39,44,6,Normal,Evening
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,Weekend,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,0,Normal,Night
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,Weekend,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,0,Normal,Night
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,Weekend,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,0,Normal,Night
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,Weekend,Clear,0.22,0.2727,69.0,0.0,9,6,15,0,Sangat Lembab,Night
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,Weekend,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,0,Normal,Night
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,Weekend,Misty,0.26,0.2576,56.00000000000001,0.1642,1,1,2,0,Normal,Night
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,Weekend,Misty,0.26,0.2576,56.00000000000001,0.1642,0,1,1,0,Normal,Morning
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,Weekend,Misty,0.24,0.2121,56.00000000000001,0.2985,0,3,3,0,Normal,Morning
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,Weekend,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,0,Normal,Morning
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,Weekend,Clear,0.22,0.2121,51.0,0.2537,3,29,32,0,Normal,Morning
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,Weekend,Clear,0.22,0.2121,51.0,0.2836,8,71,79,0,Normal,Morning
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,Weekend,Clear,0.24,0.2273,44.0,0.2537,23,70,93,0,Sangat kering,Morning
361,2011-01-16,Spring,2011,Jan,12,0,Sunday,Weekend,Clear,0.24,0.2121,41.0,0.2836,29,75,104,0,Sangat kering,Afternoon
362,2011-01-16,Spring,2011,Jan,13,0,Sunday,Weekend,Clear,0.26,0.2273,35.0,0.2985,23,95,118,0,Sangat kering,Afternoon
363,2011-01-16,Spring,2011,Jan,14,0,Sunday,Weekend,Clear,0.28,0.2727,36.0,0.2537,22,69,91,0,Sangat kering,Afternoon
364,2011-01-16,Spring,2011,Jan,15,0,Sunday,Weekend,Clear,0.26,0.2424,38.0,0.2537,35,78,113,0,Sangat kering,Afternoon
365,2011-01-16,Spring,2011,Jan,16,0,Sunday,Weekend,Clear,0.24,0.2273,38.0,0.2239,22,77,99,0,Sangat kering,Afternoon
366,2011-01-16,Spring,2011,Jan,17,0,Sunday,Weekend,Clear,0.22,0.2121,37.0,0.2537,23,82,105,0,Sangat kering,Afternoon
367,2011-01-16,Spring,2011,Jan,18,0,Sunday,Weekend,Clear,0.2,0.2121,40.0,0.1642,11,56,67,0,Sangat kering,Evening
368,2011-01-16,Spring,2011,Jan,19,0,Sunday,Weekend,Clear,0.18,0.197,47.0,0.1343,14,47,61,0,Normal,Evening
